1.Id: m_1_11
2.The Number Of Stands: 16
3.The Number Of Flights: 30
4.The Number Of Tasks: 69
5.Flight Information Section
124,320,P,19:15,115,"[['U', 1, 4], ['L', 6, 3, 84]]",2
133,320,P,18:15,110,"[['U', 2, 4], ['L', 1, 3, 94]]",14
134,320,P,20:05,110,"[['U', 2, 4], ['U', 2, 1], ['L', 6, 3, 108]]",14
135,320,P,18:20,175,"[['U', 2, 3], ['L', 5, 3, 95]]",15
139,320,P,18:20,170,"[['U', 2, 3], ['L', 6, 3, 90]]",16
143,738,P,19:15,170,"[['U', 1, 4], ['U', 1, 2], ['L', 3, 2, 58]]",5
147,320,P,19:15,55,"[['U', 2, 4], ['L', 1, 3, 99]]",3
148,320,P,20:10,55,"[['U', 1, 4], ['U', 1, 1], ['L', 3, 3, 104]]",3
149,320,P,19:35,45,"[['U', 2, 4], ['L', 6, 3, 88]]",6
150,320,P,20:20,45,"[['U', 1, 3], ['L', 5, 3, 104]]",6
151,738,P,20:05,180,"[['U', 2, 4], ['U', 2, 1], ['L', 5, 2, 60]]",8
155,735,P,20:25,55,"[['U', 1, 2], ['L', 2, 2, 58]]",2
156,735,P,21:20,55,"[['U', 2, 3], ['L', 3, 2, 55]]",2
157,319,P,20:35,170,"[['U', 1, 2], ['L', 6, 2, 63]]",10
161,321,P,20:45,175,"[['U', 2, 4], ['U', 2, 1], ['L', 5, 3, 104]]",1
165,738,P,20:50,175,"[['U', 2, 3], ['L', 3, 2, 71]]",4
169,320,P,21:00,180,"[['U', 2, 4], ['L', 5, 3, 86]]",13
173,735,P,21:50,170,"[['U', 1, 2], ['L', 5, 2, 52]]",7
176,738,P,19:40,105,"[['U', 2, 4], ['L', 1, 2, 56]]",9
177,320,P,21:50,50,"[['U', 2, 4], ['U', 2, 1], ['L', 6, 3, 91]]",6
178,320,P,22:40,50,"[['U', 1, 4], ['U', 1, 1], ['L', 5, 3, 98]]",6
179,319,P,21:55,165,"[['U', 1, 3], ['L', 5, 2, 59]]",11
182,738,P,19:45,105,"[['U', 2, 4], ['L', 5, 2, 61]]",4
183,320,P,22:15,165,"[['U', 2, 3], ['L', 5, 3, 92]]",2
186,738,P,19:50,95,"[['U', 1, 4], ['U', 1, 2], ['L', 4, 2, 64]]",13
187,738,P,22:55,145,"[['U', 2, 3], ['L', 5, 2, 69]]",12
189,320,P,23:10,175,"[['U', 2, 3], ['L', 3, 2, 70]]",5
192,320,P,22:35,95,"[['U', 2, 4], ['L', 6, 3, 93]]",9
193,320,P,23:45,170,"[['U', 2, 3], ['L', 5, 3, 86]]",6
196,320,P,23:40,85,"[['U', 1, 4], ['U', 1, 1], ['L', 6, 2, 74]]",3
