1.Id: l_4_50
2.The Number Of Stands: 59
3.The Number Of Flights: 146
4.The Number Of Tasks: 639
5.Flight Information Section
74,B737,C,10:45,240,"[['U', 3, 4], ['U', 3, 4], ['U', 3, 1]]",83
76,B757,C,11:05,220,"[['U', 5, 4], ['U', 5, 4], ['U', 5, 4], ['U', 5, 4], ['U', 5, 1]]",85
78,B738,P,10:30,145,"[['U', 1, 4], ['U', 1, 3], ['L', 8, 3, 108]]",5
80,B738,P,9:50,95,"[['U', 4, 4], ['U', 4, 3], ['L', 5, 3, 106]]",17
82,B757,C,11:40,205,"[['U', 4, 4], ['U', 4, 4], ['U', 4, 4], ['U', 4, 4], ['U', 4, 1]]",86
92,A330,C,10:25,110,"[['U', 5, 4], ['U', 5, 4], ['U', 5, 4], ['U', 5, 4], ['U', 5, 4], ['U', 5, 4], ['U', 5, 4], ['U', 5, 4]]",82
94,B757,C,12:15,220,"[['U', 3, 4], ['U', 3, 4], ['U', 3, 4], ['U', 3, 4], ['U', 3, 1]]",81
107,B738,P,9:00,160,"[['U', 2, 1], ['U', 4, 1], ['U', 1, 3], ['U', 5, 2], ['L', 8, 3, 87]]",27
111,B737,P,9:00,160,"[['U', 3, 1], ['U', 4, 2], ['U', 2, 1], ['U', 1, 1], ['L', 9, 2, 59]]",28
115,B738,P,9:05,50,"[['U', 2, 1], ['U', 3, 1], ['U', 1, 3], ['U', 4, 4], ['L', 1, 2, 79]]",9
116,B738,P,9:55,50,"[['U', 1, 4], ['U', 1, 4], ['U', 1, 1], ['L', 1, 3, 110]]",9
117,B738,P,9:05,180,"[['U', 4, 2], ['U', 3, 2], ['U', 1, 2], ['U', 2, 1], ['L', 7, 3, 112]]",29
121,B738,P,9:30,60,"[['U', 3, 4], ['U', 2, 2], ['U', 5, 1], ['U', 4, 1], ['L', 4, 2, 77]]",10
122,B738,P,10:30,60,"[['U', 4, 4], ['U', 4, 3], ['L', 5, 3, 103]]",10
123,A320,P,9:30,160,"[['U', 1, 1], ['U', 3, 1], ['U', 4, 3], ['U', 5, 1], ['L', 3, 3, 86]]",11
127,A320,P,9:35,50,"[['U', 3, 2], ['U', 1, 1], ['U', 4, 3], ['U', 2, 1], ['L', 1, 3, 104]]",12
128,A320,P,10:25,50,"[['U', 4, 4], ['U', 4, 3], ['L', 3, 3, 83]]",12
129,B738,P,9:35,170,"[['U', 2, 1], ['U', 1, 2], ['U', 5, 1], ['U', 4, 4], ['L', 2, 3, 100]]",13
133,B737,C,9:45,180,"[['U', 4, 3], ['U', 1, 4], ['U', 5, 1], ['U', 2, 1]]",84
134,B737,C,12:45,180,"[['U', 4, 4], ['U', 4, 4], ['U', 4, 3]]",84
135,B738,P,9:45,170,"[['U', 2, 3], ['U', 5, 2], ['U', 1, 1], ['U', 3, 1], ['L', 1, 3, 97]]",31
139,B737,P,10:00,160,"[['U', 2, 1], ['U', 3, 1], ['U', 1, 1], ['U', 4, 1], ['L', 8, 2, 68]]",14
143,B738,P,10:05,90,"[['U', 2, 3], ['U', 4, 1], ['U', 1, 3], ['U', 5, 1], ['L', 11, 3, 104]]",1
144,B738,P,11:35,90,"[['U', 2, 4], ['U', 2, 4], ['U', 2, 1], ['L', 3, 3, 87]]",1
145,A320,P,10:10,45,"[['U', 5, 2], ['U', 3, 2], ['U', 4, 1], ['U', 2, 1], ['L', 11, 2, 71]]",15
146,A320,P,10:55,45,"[['U', 1, 4], ['U', 1, 2], ['L', 4, 3, 86]]",15
147,A320,P,10:15,165,"[['U', 2, 1], ['U', 4, 1], ['U', 1, 3], ['U', 3, 2], ['L', 11, 3, 96]]",35
151,A320,P,10:20,175,"[['U', 1, 1], ['U', 5, 3], ['U', 2, 1], ['U', 3, 2], ['L', 9, 3, 89]]",36
155,B738,P,10:20,175,"[['U', 2, 2], ['U', 3, 2], ['U', 4, 2], ['U', 5, 1], ['L', 12, 3, 102]]",37
159,A320,P,10:35,45,"[['U', 3, 1], ['U', 1, 1], ['U', 5, 2], ['U', 2, 2], ['L', 1, 2, 71]]",3
160,A320,P,11:20,45,"[['U', 3, 4], ['U', 3, 3], ['L', 1, 3, 85]]",3
161,B738,P,10:40,175,"[['U', 2, 1], ['U', 1, 3], ['U', 5, 1], ['U', 4, 2], ['L', 1, 4, 122]]",39
165,B738,P,10:50,175,"[['U', 5, 1], ['U', 1, 2], ['U', 3, 2], ['U', 2, 2], ['L', 11, 2, 80]]",17
169,B738,P,10:55,165,"[['U', 5, 2], ['U', 1, 1], ['U', 3, 1], ['U', 2, 4], ['U', 2, 1], ['L', 4, 3, 90]]",41
173,A320,P,10:55,110,"[['U', 4, 1], ['U', 3, 2], ['U', 2, 1], ['U', 1, 1], ['L', 11, 2, 78]]",40
174,A320,P,12:45,110,"[['U', 4, 4], ['U', 4, 2], ['L', 10, 2, 73]]",40
