1.Id: s_2_54
2.The Number Of Stands: 50
3.The Number Of Flights: 83
4.The Number Of Tasks: 172
5.Flight Information Section
1,A320,P,0:10,170,"[['U', 5, 1], ['U', 4, 1], ['L', 5, 3, 102]]",17
4,A320,P,0:00,110,"[['U', 5, 1], ['L', 9, 3, 107]]",1
5,A320,P,0:15,175,"[['U', 4, 1], ['U', 5, 1], ['L', 2, 3, 84]]",20
8,A320,P,0:00,80,"[['U', 2, 2], ['L', 12, 3, 84]]",2
9,A320,P,0:25,165,"[['U', 3, 1], ['L', 2, 3, 87]]",22
12,E190,P,0:15,80,"[['U', 2, 1], ['L', 6, 2, 59]]",3
13,A319,P,0:35,165,"[['U', 1, 1], ['L', 6, 2, 61]]",25
16,B738,P,0:20,100,"[['U', 3, 3], ['L', 8, 3, 107]]",4
17,B737,P,0:45,60,"[['U', 5, 1], ['U', 1, 1], ['L', 2, 2, 77]]",26
18,B737,P,1:45,60,"[['U', 3, 1], ['L', 12, 2, 68]]",26
19,A320,P,0:50,50,"[['U', 4, 1], ['U', 5, 1], ['L', 1, 3, 91]]",28
20,A320,P,1:40,50,"[['U', 5, 2], ['L', 11, 3, 83]]",28
21,B738,P,0:50,170,"[['U', 4, 1], ['U', 5, 1], ['L', 3, 3, 95]]",31
24,B738,P,0:45,80,"[['U', 3, 1], ['L', 9, 3, 88]]",5
25,A320,P,1:10,45,"[['U', 1, 1], ['U', 2, 2], ['L', 7, 3, 84]]",1
26,A320,P,1:55,45,"[['U', 5, 1], ['L', 1, 3, 110]]",1
27,A319,P,1:25,180,"[['U', 1, 1], ['L', 11, 3, 84]]",32
30,B738,P,0:55,100,"[['U', 2, 3], ['L', 9, 3, 92]]",6
31,B737,C,2:15,160,"[['U', 4, 2], ['U', 2, 1]]",74
34,B738,P,1:05,120,"[['U', 1, 2], ['L', 10, 3, 82]]",7
35,B737,C,2:25,170,"[['U', 5, 1], ['U', 3, 2]]",73
38,A320,P,1:05,115,"[['U', 5, 2], ['L', 6, 3, 101]]",8
39,A330,C,2:35,165,"[['U', 5, 4], ['U', 3, 3]]",76
42,B738,P,1:30,100,"[['U', 5, 2], ['L', 2, 3, 100]]",9
43,B763,C,2:50,120,"[['U', 3, 2], ['U', 4, 4], ['U', 4, 4], ['U', 4, 1]]",84
44,B763,C,4:50,120,"[['U', 1, 4], ['U', 1, 4]]",84
45,B763,C,2:50,135,"[['U', 1, 2], ['U', 2, 3]]",72
46,B763,C,5:05,135,"[['U', 2, 2]]",72
47,B763,C,2:50,175,"[['U', 4, 4], ['U', 4, 4], ['U', 4, 1], ['U', 3, 2]]",82
50,B737,P,1:35,115,"[['U', 1, 1], ['L', 3, 2, 67]]",10
51,B757,C,3:15,170,"[['U', 1, 4], ['U', 5, 4]]",81
54,B738,P,1:35,90,"[['U', 2, 3], ['L', 2, 3, 93]]",11
55,B737,C,3:45,160,"[['U', 1, 1], ['U', 4, 1]]",80
58,B738,P,1:40,105,"[['U', 3, 3], ['L', 1, 3, 118]]",12
59,B757,C,4:05,130,"[['U', 2, 3], ['U', 3, 4], ['U', 3, 2]]",79
