1.Id: m_2_6
2.The Number Of Stands: 51
3.The Number Of Flights: 126
4.The Number Of Tasks: 357
5.Flight Information Section
258,900,P,16:30,120,"[['U', 2, 3], ['L', 8, 2, 58]]",32
272,738,P,16:00,60,"[['U', 2, 4], ['U', 2, 1], ['L', 5, 3, 103]]",27
274,737,P,16:10,70,"[['U', 3, 3], ['L', 8, 2, 61]]",42
284,738,P,16:15,60,"[['U', 3, 4], ['L', 3, 3, 82]]",39
298,738,P,16:25,60,"[['U', 2, 4], ['U', 2, 2], ['L', 1, 3, 117]]",40
300,320,P,17:15,100,"[['U', 3, 4], ['L', 3, 2, 71]]",31
302,900,P,16:30,50,"[['U', 1, 3], ['L', 7, 2, 47]]",28
304,900,P,17:15,85,"[['U', 2, 2], ['L', 7, 2, 56]]",29
313,900,P,16:05,50,"[['U', 1, 1], ['U', 4, 1], ['L', 6, 2, 55]]",41
314,900,P,16:55,50,"[['U', 3, 3], ['L', 1, 2, 43]]",41
315,320,P,16:15,55,"[['U', 1, 2], ['U', 3, 3], ['L', 1, 3, 94]]",25
316,320,P,17:10,55,"[['U', 2, 4], ['U', 2, 1], ['L', 6, 3, 107]]",25
317,900,P,16:20,165,"[['U', 4, 1], ['U', 3, 3], ['L', 5, 2, 54]]",26
321,320,P,16:30,160,"[['U', 2, 3], ['U', 4, 2], ['L', 6, 3, 103]]",23
325,320,P,16:30,55,"[['U', 2, 4], ['U', 3, 1], ['L', 4, 3, 84]]",18
326,320,P,17:25,55,"[['U', 3, 4], ['L', 5, 3, 84]]",18
327,738,P,16:35,165,"[['U', 3, 1], ['U', 1, 4], ['U', 1, 1], ['L', 7, 2, 77]]",17
331,738,P,16:40,160,"[['U', 3, 2], ['U', 2, 2], ['L', 4, 3, 86]]",10
335,900,P,16:40,60,"[['U', 2, 2], ['U', 4, 1], ['L', 6, 2, 56]]",35
336,900,P,17:40,60,"[['U', 1, 3], ['L', 3, 2, 55]]",35
337,738,P,16:40,120,"[['U', 3, 4], ['U', 4, 2], ['L', 1, 3, 88]]",30
338,738,P,18:40,120,"[['U', 2, 4], ['L', 4, 3, 110]]",30
