1.Id: s_3_36
2.The Number Of Stands: 24
3.The Number Of Flights: 54
4.The Number Of Tasks: 101
5.Flight Information Section
1,900,P,0:15,55,"[['U', 4, 1], ['L', 3, 2, 60]]",11
2,900,P,1:10,55,"[['U', 1, 1], ['L', 1, 2, 44]]",11
3,737,C,0:15,160,"[['U', 3, 1]]",70
6,744,C,0:00,110,"[['U', 2, 4], ['U', 2, 2]]",69
7,737,C,0:20,65,"[['U', 4, 1]]",66
8,737,C,1:25,65,"[['U', 1, 1]]",66
9,190,P,0:25,85,"[['U', 2, 1], ['L', 3, 2, 50]]",13
10,190,P,1:50,85,"[['U', 3, 1], ['L', 2, 2, 59]]",13
11,320,P,0:40,180,"[['U', 4, 1], ['U', 2, 1], ['U', 1, 1], ['L', 2, 3, 99]]",15
14,738,P,0:15,90,"[['U', 3, 2], ['L', 8, 3, 108]]",1
15,320,P,0:45,175,"[['U', 1, 1], ['L', 1, 3, 103]]",17
18,738,P,0:40,90,"[['U', 4, 2], ['L', 5, 3, 109]]",2
19,738,P,0:50,170,"[['U', 1, 2], ['L', 1, 3, 107]]",18
22,320,P,0:45,90,"[['U', 1, 2], ['L', 4, 2, 73]]",3
23,737,C,2:20,55,"[['U', 1, 1]]",69
24,737,C,3:15,55,"[['U', 2, 1]]",69
25,748,C,2:35,90,"[['U', 3, 1]]",67
26,748,C,4:05,90,"[['U', 3, 1]]",67
27,748,C,3:45,180,"[['U', 3, 1], ['U', 1, 2], ['U', 2, 4], ['U', 2, 1]]",68
30,900,P,0:45,105,"[['U', 3, 1], ['L', 7, 2, 61]]",4
31,748,C,5:40,80,"[['U', 3, 1]]",70
32,748,C,7:00,80,"[['U', 3, 1]]",70
33,737,C,6:10,165,"[['U', 4, 2]]",69
36,320,P,0:50,80,"[['U', 4, 1], ['L', 6, 3, 103]]",5
37,330,C,7:50,175,"[['U', 3, 4], ['U', 1, 2], ['U', 2, 3]]",68
40,320,P,0:55,110,"[['U', 2, 2], ['L', 8, 3, 91]]",6
46,744,C,1:20,85,"[['U', 4, 1]]",67
52,737,P,1:45,120,"[['U', 3, 1], ['L', 2, 2, 60]]",7
64,737,P,1:50,90,"[['U', 2, 2], ['L', 5, 2, 80]]",8
68,737,P,1:55,120,"[['U', 4, 1], ['L', 6, 2, 76]]",9
74,320,P,2:00,85,"[['U', 2, 3], ['L', 4, 3, 94]]",10
80,900,P,2:15,85,"[['U', 3, 1], ['L', 8, 2, 41]]",12
88,738,P,2:30,80,"[['U', 2, 2], ['L', 7, 3, 118]]",14
92,737,C,2:45,110,"[['U', 3, 1]]",68
96,737,P,2:45,85,"[['U', 3, 1], ['L', 2, 2, 76]]",16
100,190,P,3:05,120,"[['U', 1, 1], ['L', 6, 2, 56]]",19
110,190,P,3:10,115,"[['U', 4, 1], ['L', 5, 2, 63]]",1
114,320,P,4:10,115,"[['U', 1, 1], ['L', 3, 2, 78]]",2
120,320,P,4:15,105,"[['U', 3, 1], ['L', 4, 3, 83]]",3
124,900,P,4:25,80,"[['U', 1, 2], ['L', 8, 2, 53]]",4
128,738,P,4:30,120,"[['U', 4, 1], ['L', 1, 2, 78]]",5
132,738,P,4:40,120,"[['U', 3, 2], ['L', 5, 3, 106]]",6
136,738,P,4:40,120,"[['U', 2, 2], ['L', 2, 3, 107]]",7
142,738,P,4:50,100,"[['U', 3, 2], ['L', 3, 3, 94]]",8
148,738,P,5:15,110,"[['U', 3, 3], ['L', 7, 3, 89]]",9
154,320,P,5:20,105,"[['U', 4, 3], ['L', 3, 3, 90]]",10
158,900,P,5:50,100,"[['U', 3, 2], ['L', 3, 2, 45]]",11
162,738,P,6:05,95,"[['U', 2, 2], ['L', 6, 3, 87]]",1
170,738,P,6:50,80,"[['U', 4, 2], ['L', 7, 3, 92]]",12
174,738,P,7:00,100,"[['U', 1, 1], ['L', 8, 3, 108]]",13
178,900,P,7:05,120,"[['U', 3, 2], ['L', 3, 2, 52]]",2
182,738,P,7:10,95,"[['U', 1, 2], ['L', 6, 3, 103]]",3
186,738,P,7:15,100,"[['U', 2, 3], ['L', 6, 3, 85]]",14
192,738,P,7:15,100,"[['U', 1, 2], ['L', 4, 3, 101]]",15
