1.Id: l_3_6
2.The Number Of Stands: 36
3.The Number Of Flights: 75
4.The Number Of Tasks: 295
5.Flight Information Section
38,B777,C,10:10,165,"[['U', 3, 4], ['U', 3, 4], ['U', 3, 4], ['U', 3, 4], ['U', 3, 4], ['U', 3, 4], ['U', 3, 4], ['U', 3, 4], ['U', 3, 4]]",46
43,ARJ21,P,9:00,50,"[['U', 1, 2], ['U', 2, 1], ['U', 3, 1], ['L', 4, 2, 41]]",1
44,ARJ21,P,9:50,50,"[['U', 1, 4], ['L', 3, 2, 50]]",1
45,ARJ21,P,9:10,175,"[['U', 1, 1], ['U', 2, 1], ['U', 3, 1], ['L', 4, 2, 60]]",12
49,B738,P,9:20,60,"[['U', 3, 1], ['U', 1, 4], ['U', 1, 1], ['U', 2, 3], ['L', 4, 3, 95]]",3
50,B738,P,10:20,60,"[['U', 1, 4], ['U', 1, 4], ['L', 4, 3, 102]]",3
51,B738,P,9:25,120,"[['U', 1, 1], ['U', 3, 4], ['U', 3, 1], ['U', 2, 2], ['L', 5, 3, 105]]",11
52,B738,P,11:25,120,"[['U', 1, 4], ['U', 1, 3], ['L', 2, 3, 84]]",11
53,A320,P,9:35,55,"[['U', 2, 2], ['U', 1, 3], ['U', 3, 2], ['L', 1, 2, 76]]",4
54,A320,P,10:30,55,"[['U', 3, 4], ['U', 3, 3], ['L', 4, 3, 101]]",4
55,B738,P,9:40,175,"[['U', 2, 2], ['U', 1, 2], ['U', 3, 4], ['L', 5, 3, 91]]",14
59,A320,P,9:45,95,"[['U', 1, 2], ['U', 3, 3], ['U', 2, 1], ['L', 5, 3, 89]]",15
60,A320,P,11:20,95,"[['U', 2, 4], ['U', 2, 1], ['L', 5, 3, 104]]",15
61,A320,P,10:00,45,"[['U', 2, 2], ['U', 1, 2], ['U', 3, 2], ['L', 2, 3, 95]]",7
62,A320,P,10:45,45,"[['U', 2, 4], ['U', 2, 2], ['L', 5, 3, 105]]",7
63,ARJ21,P,10:10,55,"[['U', 3, 2], ['U', 1, 1], ['U', 2, 1], ['L', 3, 2, 42]]",18
64,ARJ21,P,11:05,55,"[['U', 1, 4], ['L', 6, 2, 45]]",18
65,A320,P,10:15,45,"[['U', 2, 1], ['U', 1, 1], ['U', 3, 4], ['L', 6, 2, 79]]",8
66,A320,P,11:00,45,"[['U', 3, 4], ['U', 3, 3], ['L', 6, 3, 91]]",8
67,B738,P,10:40,55,"[['U', 3, 4], ['U', 2, 2], ['U', 1, 1], ['L', 5, 3, 82]]",20
68,B738,P,11:35,55,"[['U', 3, 4], ['U', 3, 4], ['U', 3, 1], ['L', 2, 3, 109]]",20
69,A320,P,10:50,45,"[['U', 3, 4], ['U', 1, 2], ['U', 2, 1], ['L', 3, 3, 95]]",22
70,A320,P,11:35,45,"[['U', 1, 4], ['U', 1, 3], ['L', 4, 3, 99]]",22
71,ARJ21,P,10:55,60,"[['U', 2, 1], ['U', 1, 1], ['U', 3, 1], ['L', 3, 2, 45]]",23
72,ARJ21,P,11:55,60,"[['U', 1, 4], ['L', 2, 2, 45]]",23
73,B738,P,10:55,175,"[['U', 3, 3], ['U', 2, 1], ['U', 1, 4], ['U', 1, 1], ['L', 2, 3, 97]]",21
74,B738,P,13:50,175,"[['U', 2, 4], ['U', 2, 3], ['L', 6, 3, 112]]",21
75,B738,P,11:00,175,"[['U', 2, 2], ['U', 1, 1], ['U', 3, 4], ['L', 6, 3, 90]]",17
79,ARJ21,P,11:10,180,"[['U', 2, 2], ['U', 1, 1], ['U', 3, 1], ['L', 1, 2, 43]]",2
83,ARJ21,P,11:10,170,"[['U', 3, 1], ['U', 1, 2], ['U', 2, 1], ['L', 1, 2, 48]]",1
87,A321,P,11:10,60,"[['U', 2, 1], ['U', 1, 4], ['U', 1, 3], ['U', 3, 2], ['L', 3, 3, 90]]",24
88,A321,P,12:10,60,"[['U', 2, 4], ['U', 2, 3], ['L', 6, 3, 82]]",24
