1.Id: m_3_43
2.The Number Of Stands: 34
3.The Number Of Flights: 39
4.The Number Of Tasks: 119
5.Flight Information Section
24,B763,C,3:30,135,"[['U', 2, 4], ['U', 2, 4], ['U', 2, 4], ['U', 2, 4], ['U', 2, 3]]",85
30,B763,C,3:35,65,"[['U', 3, 4], ['U', 3, 4], ['U', 3, 4]]",86
32,B744,C,4:15,90,"[['U', 5, 4], ['U', 5, 4], ['U', 5, 4], ['U', 5, 3]]",84
33,B757,C,3:00,175,"[['U', 1, 2], ['U', 4, 3], ['U', 3, 4]]",83
37,A330,C,3:20,80,"[['U', 2, 4], ['U', 5, 4], ['U', 5, 1], ['U', 4, 2]]",82
38,A330,C,4:40,80,"[['U', 4, 4], ['U', 4, 4], ['U', 4, 3]]",82
39,B763,C,4:00,160,"[['U', 4, 3], ['U', 2, 4], ['U', 2, 4], ['U', 2, 2], ['U', 3, 4], ['U', 3, 4]]",81
41,B757,C,4:25,175,"[['U', 2, 4], ['U', 2, 4], ['U', 5, 3], ['U', 3, 2]]",85
45,B763,C,4:40,175,"[['U', 5, 4], ['U', 5, 1], ['U', 3, 4], ['U', 3, 1], ['U', 4, 4], ['U', 4, 2]]",86
47,B744,C,5:35,125,"[['U', 1, 4], ['U', 1, 1], ['U', 5, 1], ['U', 3, 4], ['U', 3, 4], ['U', 3, 4]]",84
49,B757,C,5:45,70,"[['U', 5, 3], ['U', 4, 1], ['U', 2, 4], ['U', 2, 1]]",82
110,B738,P,3:00,100,"[['U', 3, 4], ['L', 3, 3, 107]]",24
114,B738,P,3:00,110,"[['U', 5, 4], ['U', 5, 2], ['L', 7, 3, 87]]",25
120,A319,P,3:05,100,"[['U', 1, 2], ['L', 10, 2, 74]]",26
124,A320,P,3:10,105,"[['U', 1, 4], ['L', 4, 3, 100]]",27
128,A320,P,3:10,100,"[['U', 1, 4], ['U', 1, 1], ['L', 5, 3, 108]]",28
132,B738,P,3:25,85,"[['U', 5, 4], ['U', 5, 1], ['L', 6, 2, 80]]",1
138,A320,P,3:25,90,"[['U', 3, 3], ['L', 5, 3, 111]]",2
150,B738,P,3:35,110,"[['U', 2, 4], ['L', 11, 2, 76]]",3
154,B738,P,3:50,85,"[['U', 4, 4], ['U', 4, 2], ['L', 7, 2, 78]]",5
158,A319,P,3:50,80,"[['U', 3, 2], ['L', 5, 2, 79]]",6
162,B738,P,4:00,80,"[['U', 3, 4], ['U', 3, 1], ['L', 12, 3, 103]]",7
168,A319,P,4:10,120,"[['U', 2, 2], ['L', 8, 2, 74]]",8
178,B738,P,4:30,80,"[['U', 5, 4], ['U', 5, 1], ['L', 7, 3, 104]]",9
182,A320,P,4:35,85,"[['U', 5, 4], ['U', 5, 1], ['L', 12, 3, 108]]",10
194,A320,P,4:40,120,"[['U', 5, 4], ['L', 1, 3, 82]]",11
198,A320,P,4:50,85,"[['U', 3, 3], ['L', 1, 2, 77]]",12
202,B738,P,4:50,90,"[['U', 2, 4], ['U', 2, 2], ['L', 11, 3, 95]]",14
206,A320,P,4:50,115,"[['U', 3, 4], ['U', 3, 1], ['L', 4, 2, 78]]",29
214,B738,P,4:55,80,"[['U', 3, 4], ['U', 3, 1], ['L', 12, 3, 110]]",13
218,A320,P,5:05,95,"[['U', 5, 4], ['L', 4, 3, 99]]",23
222,A319,P,5:15,115,"[['U', 2, 3], ['L', 1, 2, 75]]",30
226,B738,P,5:15,120,"[['U', 3, 4], ['U', 3, 1], ['L', 1, 3, 83]]",31
230,A320,P,5:30,115,"[['U', 5, 4], ['L', 7, 3, 89]]",32
234,A319,P,5:30,120,"[['U', 5, 3], ['L', 10, 2, 65]]",33
238,B738,P,5:40,90,"[['U', 5, 4], ['U', 5, 1], ['L', 3, 3, 94]]",34
246,B738,P,5:50,120,"[['U', 2, 4], ['U', 2, 1], ['L', 12, 3, 101]]",18
252,A321,P,5:50,80,"[['U', 1, 4], ['U', 1, 1], ['L', 5, 3, 117]]",19
256,A320,P,5:55,80,"[['U', 4, 4], ['U', 4, 1], ['L', 6, 3, 99]]",20
