1.Id: l_3_30
2.The Number Of Stands: 63
3.The Number Of Flights: 92
4.The Number Of Tasks: 347
5.Flight Information Section
520,B757,C,21:30,150,"[['U', 4, 4], ['U', 4, 4], ['U', 4, 4], ['U', 4, 4], ['U', 4, 4], ['U', 4, 2]]",85
557,A320,P,20:05,165,"[['U', 1, 3], ['U', 2, 1], ['U', 4, 2], ['L', 8, 2, 80]]",9
561,B738,P,20:10,175,"[['U', 1, 3], ['U', 3, 2], ['U', 2, 2], ['L', 9, 3, 105]]",20
565,A320,P,20:15,50,"[['U', 1, 3], ['U', 2, 2], ['U', 4, 1], ['L', 5, 3, 105]]",22
566,A320,P,21:05,50,"[['U', 5, 4], ['U', 5, 3], ['L', 7, 2, 79]]",22
567,B738,P,20:20,170,"[['U', 2, 1], ['U', 4, 4], ['U', 4, 2], ['U', 5, 2], ['L', 12, 2, 80]]",29
571,A320,P,20:30,180,"[['U', 4, 1], ['U', 3, 1], ['U', 1, 4], ['L', 7, 3, 101]]",21
575,A320,P,20:30,170,"[['U', 3, 1], ['U', 2, 2], ['U', 4, 2], ['L', 4, 2, 76]]",30
579,B738,P,20:35,180,"[['U', 5, 1], ['U', 4, 2], ['U', 3, 4], ['U', 3, 1], ['L', 2, 2, 75]]",40
583,A320,P,20:35,175,"[['U', 2, 1], ['U', 4, 3], ['U', 5, 1], ['L', 3, 3, 84]]",36
587,A320,P,20:40,45,"[['U', 3, 2], ['U', 1, 1], ['U', 2, 3], ['L', 1, 3, 93]]",42
588,A320,P,21:25,45,"[['U', 4, 4], ['U', 4, 2], ['L', 10, 3, 105]]",42
589,A320,P,20:45,165,"[['U', 3, 3], ['U', 1, 3], ['U', 2, 1], ['L', 8, 3, 106]]",45
593,A320,P,20:55,160,"[['U', 1, 2], ['U', 2, 1], ['U', 3, 4], ['L', 11, 3, 93]]",46
597,A320,P,20:55,50,"[['U', 3, 2], ['U', 1, 2], ['U', 5, 3], ['L', 7, 2, 72]]",37
598,A320,P,21:45,50,"[['U', 2, 4], ['U', 2, 2], ['L', 4, 3, 95]]",37
