1.Id: m_5_37
2.The Number Of Stands: 71
3.The Number Of Flights: 143
4.The Number Of Tasks: 472
5.Flight Information Section
370,B757,C,19:20,190,"[['U', 1, 4], ['U', 1, 4], ['U', 1, 4]]",85
398,CR9,P,19:30,160,"[['U', 5, 3], ['L', 5, 2, 45]]",42
426,B738,P,18:10,50,"[['U', 3, 4], ['U', 3, 1], ['L', 4, 3, 100]]",44
428,A320,P,18:10,50,"[['U', 3, 4], ['U', 3, 1], ['L', 7, 3, 110]]",65
430,B737,C,19:25,125,"[['U', 4, 4], ['U', 4, 2]]",84
432,A320,P,18:20,55,"[['U', 3, 3], ['L', 2, 3, 99]]",66
434,A320,P,20:15,170,"[['U', 2, 4], ['L', 5, 2, 80]]",29
456,B763,C,20:10,140,"[['U', 1, 4], ['U', 1, 4], ['U', 1, 4], ['U', 1, 4], ['U', 1, 1]]",81
462,A320,P,18:50,55,"[['U', 1, 4], ['L', 4, 3, 85]]",33
463,A320,P,18:00,170,"[['U', 1, 3], ['L', 4, 3, 104]]",37
467,B738,P,18:05,55,"[['U', 1, 1], ['U', 5, 1], ['U', 2, 1], ['U', 4, 1], ['U', 3, 1], ['L', 10, 3, 101]]",38
468,B738,P,19:00,55,"[['U', 4, 4], ['U', 4, 2], ['L', 5, 3, 97]]",38
469,A320,P,18:05,75,"[['U', 5, 1], ['U', 2, 1], ['U', 4, 1], ['U', 1, 1], ['U', 3, 1], ['L', 6, 2, 75]]",56
470,A320,P,19:20,75,"[['U', 1, 4], ['L', 12, 3, 96]]",56
471,B738,P,18:15,175,"[['U', 3, 1], ['U', 1, 1], ['U', 2, 1], ['U', 5, 1], ['U', 4, 1], ['L', 7, 3, 87]]",39
475,E190,P,18:20,175,"[['U', 2, 2], ['L', 4, 2, 68]]",41
476,E190,P,21:15,175,"[['U', 1, 2], ['L', 12, 2, 66]]",41
477,B738,P,18:25,175,"[['U', 1, 1], ['U', 3, 2], ['U', 4, 1], ['U', 5, 1], ['U', 2, 1], ['L', 8, 3, 107]]",12
481,E190,P,18:35,55,"[['U', 4, 2], ['L', 8, 2, 53]]",14
482,E190,P,19:30,55,"[['U', 4, 2], ['L', 3, 2, 51]]",14
483,B738,P,18:40,180,"[['U', 3, 1], ['U', 2, 1], ['U', 5, 2], ['U', 4, 1], ['U', 1, 1], ['L', 10, 3, 101]]",15
487,B744,C,18:45,120,"[['U', 5, 3], ['U', 4, 4], ['U', 4, 3], ['U', 2, 4], ['U', 1, 1], ['U', 3, 4], ['U', 3, 4]]",83
488,B744,C,20:45,120,"[['U', 3, 4], ['U', 3, 4], ['U', 3, 4], ['U', 3, 4], ['U', 3, 4], ['U', 3, 1]]",83
489,B738,P,18:55,160,"[['U', 4, 1], ['U', 1, 1], ['U', 5, 1], ['U', 2, 1], ['U', 3, 1], ['L', 10, 3, 83]]",25
493,A320,P,18:55,180,"[['U', 2, 1], ['U', 1, 1], ['U', 5, 1], ['U', 3, 1], ['U', 4, 1], ['L', 1, 3, 99]]",24
497,B738,P,18:55,165,"[['U', 4, 4], ['L', 11, 3, 91]]",17
501,A320,P,19:05,160,"[['U', 4, 1], ['U', 5, 1], ['U', 3, 1], ['U', 2, 1], ['U', 1, 1], ['L', 2, 2, 73]]",30
505,CR9,P,19:10,160,"[['U', 4, 2], ['L', 12, 2, 54]]",31
509,B738,P,19:15,175,"[['U', 4, 4], ['L', 7, 3, 109]]",40
513,B738,P,19:15,55,"[['U', 2, 4], ['L', 9, 2, 75]]",32
514,B738,P,20:10,55,"[['U', 1, 4], ['U', 1, 1], ['L', 9, 3, 88]]",32
515,A320,P,19:15,55,"[['U', 5, 1], ['U', 4, 1], ['U', 1, 1], ['U', 3, 1], ['U', 2, 1], ['L', 6, 3, 99]]",43
516,A320,P,20:10,55,"[['U', 3, 4], ['U', 3, 1], ['L', 9, 3, 94]]",43
517,A319,P,19:25,170,"[['U', 3, 2], ['L', 6, 3, 88]]",44
521,B738,P,19:25,60,"[['U', 3, 4], ['L', 4, 3, 99]]",18
522,B738,P,20:25,60,"[['U', 3, 4], ['U', 3, 1], ['L', 6, 3, 86]]",18
523,B757,C,19:35,160,"[['U', 1, 3], ['U', 2, 1], ['U', 4, 3], ['U', 3, 1], ['U', 5, 4]]",86
524,B757,C,22:15,160,"[['U', 2, 4], ['U', 2, 4], ['U', 2, 4], ['U', 2, 3]]",86
525,B738,P,19:45,180,"[['U', 1, 2], ['U', 4, 1], ['U', 3, 1], ['U', 2, 1], ['U', 5, 1], ['L', 2, 3, 101]]",33
529,B738,P,19:45,60,"[['U', 3, 4], ['L', 11, 3, 103]]",46
530,B738,P,20:45,60,"[['U', 1, 4], ['U', 1, 2], ['L', 8, 3, 84]]",46
531,CR9,P,20:15,165,"[['U', 5, 3], ['L', 1, 2, 43]]",7
535,A320,P,20:20,55,"[['U', 4, 4], ['L', 12, 3, 87]]",19
536,A320,P,21:15,55,"[['U', 1, 3], ['L', 9, 3, 87]]",19
537,B738,P,20:25,160,"[['U', 4, 1], ['U', 1, 1], ['U', 2, 1], ['U', 5, 1], ['U', 3, 1], ['L', 5, 3, 92]]",51
541,A319,P,20:25,50,"[['U', 3, 3], ['L', 7, 2, 71]]",14
542,A319,P,21:15,50,"[['U', 2, 2], ['L', 3, 2, 77]]",14
543,B738,P,20:30,170,"[['U', 2, 1], ['U', 1, 1], ['U', 4, 1], ['U', 5, 1], ['U', 3, 1], ['L', 12, 3, 98]]",54
547,B738,P,20:30,165,"[['U', 2, 1], ['U', 3, 1], ['U', 4, 1], ['U', 1, 1], ['U', 5, 1], ['L', 8, 3, 88]]",22
551,A320,P,20:30,60,"[['U', 1, 4], ['L', 3, 3, 97]]",21
552,A320,P,21:30,60,"[['U', 5, 3], ['L', 2, 2, 76]]",21
553,B738,P,20:35,175,"[['U', 5, 4], ['L', 1, 3, 88]]",47
557,B738,P,20:35,160,"[['U', 5, 4], ['L', 7, 2, 77]]",55
561,B744,C,20:35,165,"[['U', 1, 1], ['U', 2, 3], ['U', 5, 4], ['U', 5, 3], ['U', 3, 4], ['U', 3, 2], ['U', 4, 4], ['U', 4, 2]]",85
562,B744,C,23:20,165,"[['U', 5, 4], ['U', 5, 4], ['U', 5, 4], ['U', 5, 4], ['U', 5, 4], ['U', 5, 4], ['U', 5, 3]]",85
563,A320,P,20:45,160,"[['U', 2, 3], ['L', 11, 3, 100]]",58
