1.Id: l_4_6
2.The Number Of Stands: 65
3.The Number Of Flights: 130
4.The Number Of Tasks: 541
5.Flight Information Section
392,B763,C,18:40,125,"[['U', 2, 4], ['U', 2, 4], ['U', 2, 4], ['U', 2, 4], ['U', 2, 4], ['U', 2, 4], ['U', 2, 1]]",83
410,A320,P,19:10,135,"[['U', 4, 4], ['U', 4, 2], ['L', 12, 3, 88]]",43
418,A320,P,18:05,65,"[['U', 1, 4], ['U', 1, 1], ['L', 10, 3, 84]]",62
420,A320,P,18:00,55,"[['U', 4, 4], ['U', 4, 2], ['L', 4, 3, 104]]",60
442,B738,P,18:10,50,"[['U', 1, 4], ['U', 1, 3], ['L', 9, 3, 89]]",15
444,A320,P,18:15,55,"[['U', 2, 4], ['U', 2, 3], ['L', 12, 3, 83]]",49
446,B738,P,18:25,55,"[['U', 4, 4], ['U', 4, 4], ['U', 4, 1], ['L', 10, 3, 105]]",1
448,B738,P,20:00,145,"[['U', 4, 4], ['U', 4, 3], ['L', 6, 3, 86]]",16
450,A320,P,18:35,55,"[['U', 4, 4], ['U', 4, 3], ['L', 8, 3, 83]]",17
456,A320,P,18:40,50,"[['U', 2, 4], ['U', 2, 3], ['L', 9, 3, 114]]",36
461,E190,P,18:00,170,"[['U', 5, 3], ['L', 12, 2, 51]]",14
465,B738,P,18:00,55,"[['U', 5, 1], ['U', 2, 2], ['U', 4, 3], ['U', 3, 1], ['L', 7, 3, 110]]",37
466,B738,P,18:55,55,"[['U', 4, 4], ['U', 4, 4], ['U', 4, 1], ['L', 5, 2, 80]]",37
467,B738,P,18:10,175,"[['U', 4, 4], ['U', 4, 1], ['U', 5, 1], ['U', 3, 1], ['U', 1, 1], ['L', 5, 3, 114]]",4
471,B738,P,18:10,180,"[['U', 5, 1], ['U', 2, 4], ['U', 1, 3], ['U', 4, 1], ['L', 4, 3, 101]]",35
475,B738,P,18:20,50,"[['U', 5, 1], ['U', 2, 1], ['U', 4, 4], ['U', 1, 2], ['L', 2, 2, 79]]",2
476,B738,P,19:10,50,"[['U', 1, 4], ['U', 1, 4], ['U', 1, 1], ['L', 5, 3, 88]]",2
477,A320,P,18:35,175,"[['U', 2, 1], ['U', 4, 2], ['U', 5, 2], ['U', 3, 1], ['L', 7, 3, 89]]",20
481,B738,P,18:35,165,"[['U', 4, 2], ['U', 5, 2], ['U', 3, 3], ['U', 2, 2], ['L', 9, 3, 88]]",19
485,A320,P,18:40,165,"[['U', 4, 1], ['U', 2, 2], ['U', 5, 1], ['U', 3, 2], ['L', 6, 2, 75]]",8
489,B738,P,18:40,55,"[['U', 1, 1], ['U', 5, 2], ['U', 4, 1], ['U', 3, 4], ['L', 7, 3, 83]]",7
490,B738,P,19:35,55,"[['U', 4, 4], ['U', 4, 4], ['U', 4, 1], ['L', 4, 3, 100]]",7
491,A320,P,18:50,170,"[['U', 3, 3], ['U', 2, 1], ['U', 1, 2], ['U', 5, 1], ['L', 3, 3, 97]]",27
495,A320,P,18:55,165,"[['U', 4, 2], ['U', 1, 1], ['U', 5, 2], ['U', 3, 1], ['L', 3, 3, 86]]",28
499,B738,P,19:00,175,"[['U', 3, 1], ['U', 1, 2], ['U', 5, 1], ['U', 2, 4], ['L', 3, 3, 82]]",29
503,A320,P,19:10,55,"[['U', 1, 1], ['U', 2, 1], ['U', 5, 1], ['U', 3, 3], ['L', 4, 3, 82]]",15
504,A320,P,20:05,55,"[['U', 5, 4], ['U', 5, 3], ['L', 11, 2, 72]]",15
505,B738,P,19:20,60,"[['U', 3, 3], ['U', 1, 3], ['U', 5, 2], ['U', 4, 1], ['L', 3, 3, 97]]",1
506,B738,P,20:20,60,"[['U', 4, 4], ['U', 4, 3], ['L', 12, 3, 112]]",1
507,B738,P,19:25,160,"[['U', 1, 1], ['U', 2, 3], ['U', 4, 1], ['U', 3, 2], ['L', 5, 3, 89]]",39
511,A320,P,19:30,135,"[['U', 4, 2], ['U', 2, 3], ['U', 5, 1], ['U', 3, 1], ['L', 6, 3, 104]]",17
512,A320,P,21:45,135,"[['U', 5, 4], ['U', 5, 2], ['L', 10, 3, 83]]",17
513,A320,P,19:35,180,"[['U', 4, 1], ['U', 3, 2], ['U', 2, 1], ['U', 5, 1], ['L', 3, 3, 99]]",21
517,E190,P,19:40,50,"[['U', 2, 3], ['L', 4, 2, 45]]",22
518,E190,P,20:30,50,"[['U', 1, 3], ['L', 11, 2, 60]]",22
519,B738,P,19:50,55,"[['U', 1, 4], ['U', 1, 1], ['U', 3, 1], ['U', 5, 1], ['U', 2, 1], ['L', 12, 3, 97]]",44
520,B738,P,20:45,55,"[['U', 1, 4], ['U', 1, 3], ['L', 5, 3, 87]]",44
521,B737,P,19:55,180,"[['U', 2, 1], ['U', 1, 1], ['U', 3, 1], ['U', 4, 1], ['L', 2, 3, 83]]",36
525,A320,P,20:00,170,"[['U', 2, 1], ['U', 3, 3], ['U', 4, 1], ['U', 1, 1], ['L', 5, 3, 95]]",37
529,B738,P,20:00,160,"[['U', 4, 2], ['U', 3, 2], ['U', 1, 2], ['U', 5, 1], ['L', 2, 3, 98]]",38
533,B738,P,20:10,170,"[['U', 4, 4], ['U', 4, 1], ['U', 2, 1], ['U', 1, 1], ['U', 3, 2], ['L', 5, 3, 90]]",40
537,B738,P,20:15,140,"[['U', 3, 4], ['U', 5, 2], ['U', 2, 1], ['U', 4, 1], ['L', 8, 3, 96]]",43
538,B738,P,22:35,140,"[['U', 3, 4], ['U', 3, 4], ['L', 3, 3, 81]]",43
539,A320,P,20:20,165,"[['U', 2, 2], ['U', 1, 1], ['U', 5, 2], ['U', 4, 2], ['L', 2, 3, 86]]",9
543,A320,P,20:25,175,"[['U', 5, 2], ['U', 2, 1], ['U', 3, 1], ['U', 4, 2], ['L', 2, 3, 81]]",11
547,A320,P,20:25,180,"[['U', 2, 3], ['U', 3, 1], ['U', 1, 1], ['U', 5, 1], ['L', 11, 2, 72]]",10
551,B738,P,20:40,160,"[['U', 4, 1], ['U', 2, 1], ['U', 1, 4], ['U', 5, 3], ['L', 1, 3, 116]]",12
555,B738,P,20:40,175,"[['U', 3, 4], ['U', 5, 2], ['U', 1, 1], ['U', 4, 1], ['L', 9, 3, 85]]",7
559,B738,P,20:55,170,"[['U', 2, 4], ['U', 2, 2], ['U', 3, 1], ['U', 5, 1], ['U', 1, 1], ['L', 12, 3, 97]]",13
563,B738,P,20:55,180,"[['U', 3, 4], ['U', 3, 1], ['U', 5, 1], ['U', 4, 2], ['U', 1, 1], ['L', 6, 3, 97]]",16
567,B738,P,21:00,160,"[['U', 3, 1], ['U', 1, 4], ['U', 5, 2], ['U', 2, 2], ['L', 10, 3, 85]]",15
571,A320,P,21:00,180,"[['U', 4, 1], ['U', 2, 1], ['U', 1, 3], ['U', 5, 2], ['L', 9, 3, 90]]",18
574,B738,P,18:00,80,"[['U', 2, 4], ['U', 2, 4], ['L', 1, 3, 102]]",45
575,A320,P,21:05,165,"[['U', 3, 1], ['U', 2, 1], ['U', 1, 3], ['U', 5, 1], ['L', 7, 3, 81]]",32
578,B738,P,18:05,120,"[['U', 3, 4], ['U', 3, 3], ['L', 12, 3, 84]]",54
579,B738,P,21:05,50,"[['U', 5, 1], ['U', 2, 4], ['U', 3, 2], ['U', 1, 1], ['L', 1, 3, 107]]",23
580,B738,P,21:55,50,"[['U', 3, 4], ['U', 3, 4], ['U', 3, 1], ['L', 12, 3, 82]]",23
581,A319,P,21:20,175,"[['U', 1, 3], ['L', 3, 3, 86]]",48
584,CR9,P,18:15,105,"[['U', 4, 4], ['U', 4, 1], ['L', 8, 2, 54]]",46
585,B738,P,21:20,175,"[['U', 4, 4], ['U', 5, 1], ['U', 2, 1], ['U', 1, 1], ['L', 7, 2, 80]]",34
588,B738,P,18:45,100,"[['U', 3, 4], ['U', 3, 4], ['L', 5, 3, 105]]",50
589,B738,P,21:30,165,"[['U', 1, 2], ['U', 4, 2], ['U', 3, 1], ['U', 5, 2], ['L', 6, 3, 103]]",49
592,B738,P,18:55,100,"[['U', 3, 4], ['U', 3, 3], ['L', 12, 3, 92]]",61
593,B738,P,21:30,50,"[['U', 5, 1], ['U', 4, 2], ['U', 2, 4], ['U', 2, 1], ['U', 1, 1], ['L', 2, 3, 103]]",22
594,B738,P,22:20,50,"[['U', 1, 4], ['U', 1, 3], ['L', 10, 3, 107]]",22
595,B738,P,21:45,95,"[['U', 1, 1], ['U', 4, 2], ['U', 2, 1], ['U', 5, 3], ['L', 1, 3, 95]]",51
596,B738,P,23:20,95,"[['U', 2, 4], ['U', 2, 3], ['L', 2, 3, 111]]",51
597,B737,C,21:50,120,"[['U', 5, 1], ['U', 4, 1], ['U', 3, 4], ['U', 3, 2], ['U', 2, 3]]",86
598,B737,C,23:50,120,"[['U', 4, 4], ['U', 4, 4], ['U', 4, 2]]",86
599,B738,P,22:00,50,"[['U', 3, 3], ['U', 2, 1], ['U', 5, 1], ['U', 4, 2], ['L', 12, 2, 79]]",3
600,B738,P,22:50,50,"[['U', 5, 4], ['U', 5, 3], ['L', 9, 3, 88]]",3
601,A320,P,22:15,165,"[['U', 1, 1], ['U', 4, 1], ['U', 5, 1], ['U', 2, 2], ['L', 7, 3, 103]]",4
604,A319,P,19:05,105,"[['U', 5, 4], ['L', 7, 2, 58]]",59
605,A320,P,22:25,180,"[['U', 5, 1], ['U', 3, 1], ['U', 4, 4], ['U', 2, 1], ['L', 3, 3, 82]]",30
608,B738,P,19:15,90,"[['U', 1, 4], ['U', 1, 4], ['L', 10, 2, 79]]",40
609,A320,P,22:25,160,"[['U', 1, 1], ['U', 2, 2], ['U', 3, 3], ['U', 4, 1], ['L', 5, 2, 75]]",14
612,B738,P,19:20,85,"[['U', 5, 4], ['U', 5, 3], ['L', 10, 3, 98]]",57
613,B738,P,22:25,160,"[['U', 2, 1], ['U', 5, 1], ['U', 4, 4], ['U', 4, 1], ['U', 1, 2], ['L', 1, 3, 88]]",35
616,B738,P,19:20,115,"[['U', 4, 4], ['U', 4, 4], ['U', 4, 1], ['L', 12, 3, 87]]",58
617,A319,P,22:25,160,"[['U', 4, 1], ['U', 1, 1], ['U', 3, 1], ['U', 5, 1], ['L', 8, 2, 58]]",31
620,B737,P,19:45,80,"[['U', 4, 4], ['L', 6, 2, 74]]",18
621,B738,P,22:30,160,"[['U', 1, 1], ['U', 4, 4], ['U', 5, 2], ['U', 3, 1], ['L', 5, 3, 91]]",20
624,A320,P,20:30,110,"[['U', 5, 4], ['U', 5, 2], ['L', 11, 3, 88]]",5
625,A320,P,22:30,170,"[['U', 3, 1], ['U', 2, 2], ['U', 4, 2], ['U', 1, 1], ['L', 6, 3, 92]]",19
628,A320,P,21:10,95,"[['U', 5, 4], ['U', 5, 3], ['L', 3, 3, 109]]",30
629,A320,P,22:35,55,"[['U', 3, 1], ['U', 5, 1], ['U', 1, 3], ['U', 2, 2], ['L', 3, 3, 97]]",8
630,A320,P,23:30,55,"[['U', 4, 4], ['U', 4, 3], ['L', 7, 3, 96]]",8
631,CR9,P,22:40,165,"[['U', 3, 1], ['U', 2, 1], ['U', 1, 1], ['U', 5, 1], ['L', 4, 2, 55]]",53
634,B738,P,21:10,100,"[['U', 2, 4], ['U', 2, 3], ['L', 4, 3, 83]]",31
635,B738,P,22:40,175,"[['U', 3, 1], ['U', 2, 2], ['U', 4, 1], ['U', 1, 3], ['L', 2, 3, 114]]",42
638,A319,P,21:45,115,"[['U', 2, 4], ['L', 3, 3, 89]]",41
639,B737,P,22:40,170,"[['U', 5, 1], ['U', 1, 2], ['U', 4, 1], ['U', 3, 1], ['L', 7, 2, 70]]",41
