1.Id: s_1_31
2.The Number Of Stands: 18
3.The Number Of Flights: 33
4.The Number Of Tasks: 67
5.Flight Information Section
1,A320,P,0:10,160,"[['U', 2, 1], ['L', 4, 3, 85]]",5
4,A321,P,0:20,115,"[['U', 1, 2], ['L', 1, 3, 95]]",1
5,B738,P,0:10,160,"[['U', 2, 3], ['L', 5, 3, 81]]",4
8,B738,P,1:20,90,"[['U', 2, 2], ['L', 1, 2, 79]]",2
9,B738,P,0:25,175,"[['U', 1, 4], ['L', 2, 3, 109]]",6
12,B738,P,1:45,115,"[['U', 3, 3], ['L', 4, 3, 107]]",3
13,A320,P,0:35,45,"[['U', 3, 2], ['L', 5, 3, 83]]",7
14,A320,P,1:20,45,"[['U', 2, 1], ['L', 5, 3, 83]]",7
15,A321,P,0:40,85,"[['U', 2, 1], ['L', 4, 4, 126]]",9
16,A321,P,2:05,85,"[['U', 2, 3], ['L', 4, 3, 115]]",9
17,ARJ21,P,0:45,60,"[['U', 2, 1], ['L', 5, 2, 47]]",11
18,ARJ21,P,1:45,60,"[['U', 2, 1], ['L', 2, 2, 54]]",11
19,ARJ21,P,0:50,170,"[['U', 3, 1], ['L', 2, 2, 62]]",12
22,A320,P,2:35,120,"[['U', 2, 1], ['L', 5, 3, 96]]",8
23,B777,C,1:40,145,"[['U', 2, 4], ['U', 2, 4], ['U', 2, 4]]",44
24,B777,C,4:05,145,"[['U', 3, 4]]",44
25,B747,C,2:05,175,"[['U', 1, 4], ['U', 1, 4], ['U', 1, 2]]",43
28,A320,P,2:40,115,"[['U', 3, 2], ['L', 6, 3, 112]]",10
29,B747,C,2:30,130,"[['U', 1, 4], ['U', 1, 4], ['U', 1, 4]]",42
30,B747,C,4:40,130,"[['U', 2, 4], ['U', 2, 4], ['U', 2, 4]]",42
31,B737,C,3:05,190,"[['U', 1, 4]]",46
32,B737,C,6:15,190,"[['U', 3, 4]]",46
33,B737,C,3:10,165,"[['U', 2, 1]]",45
36,B738,P,3:30,120,"[['U', 1, 3], ['L', 6, 3, 102]]",1
37,B747,C,5:40,130,"[['U', 1, 4], ['U', 1, 4], ['U', 1, 4], ['U', 1, 3]]",44
39,B737,C,6:10,165,"[['U', 1, 4]]",43
48,B738,P,3:35,120,"[['U', 1, 1], ['L', 6, 3, 109]]",13
52,A320,P,4:25,80,"[['U', 3, 3], ['L', 5, 3, 96]]",2
58,B738,P,4:35,80,"[['U', 1, 3], ['L', 6, 3, 94]]",7
64,A320,P,5:20,105,"[['U', 1, 1], ['L', 5, 3, 110]]",3
68,A320,P,5:40,85,"[['U', 1, 3], ['L', 5, 3, 89]]",8
82,A320,P,6:05,110,"[['U', 2, 3], ['L', 3, 2, 72]]",4
90,ARJ21,P,6:05,110,"[['U', 1, 2], ['L', 1, 2, 43]]",5
