1.Id: m_3_21
2.The Number Of Stands: 13
3.The Number Of Flights: 16
4.The Number Of Tasks: 59
5.Flight Information Section
38,B777,C,6:40,140,"[['U', 2, 4], ['U', 2, 4], ['U', 2, 4], ['U', 2, 4], ['U', 2, 3]]",45
40,B777,C,7:10,145,"[['U', 1, 4], ['U', 1, 4], ['U', 1, 4], ['U', 1, 4], ['U', 1, 4], ['U', 1, 4]]",44
42,B777,C,6:10,65,"[['U', 1, 4], ['U', 1, 4], ['U', 1, 4], ['U', 1, 1]]",41
45,B777,C,6:30,175,"[['U', 2, 4], ['U', 2, 3], ['U', 1, 4], ['U', 1, 4], ['U', 1, 3], ['U', 3, 4], ['U', 3, 1]]",43
49,B737,C,6:45,160,"[['U', 2, 3], ['U', 1, 2], ['U', 3, 3]]",42
53,B747,C,7:30,165,"[['U', 3, 4], ['U', 3, 2], ['U', 1, 4], ['U', 1, 2], ['U', 2, 4]]",41
57,ARJ21,P,8:05,120,"[['U', 1, 2], ['L', 1, 1, 38]]",10
59,B747,C,8:30,165,"[['U', 2, 2], ['U', 3, 3], ['U', 1, 4], ['U', 1, 4], ['U', 1, 3]]",45
63,B738,P,8:55,180,"[['U', 1, 1], ['U', 2, 2], ['U', 3, 3], ['L', 1, 3, 85]]",11
82,B738,P,6:10,100,"[['U', 3, 4], ['U', 3, 2], ['L', 5, 3, 107]]",8
94,A320,P,6:15,105,"[['U', 1, 4], ['L', 5, 3, 103]]",10
106,A320,P,6:20,120,"[['U', 1, 4], ['L', 1, 3, 81]]",4
116,B738,P,6:55,85,"[['U', 1, 4], ['U', 1, 2], ['L', 3, 3, 108]]",5
122,B738,P,7:35,110,"[['U', 1, 4], ['U', 1, 2], ['L', 2, 3, 101]]",1
126,A320,P,7:40,95,"[['U', 1, 4], ['U', 1, 1], ['L', 4, 2, 69]]",7
136,A320,P,7:50,100,"[['U', 2, 3], ['L', 1, 3, 86]]",9
